timestamp,temp,setpoint,rpm,pwm
1765042358409,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358410,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358411,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358412,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358413,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358414,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358415,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358416,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358417,89.76,12,54,173
1765042358422,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358423,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358424,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358425,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358426,89.76,12,54,173
1765042358427,89.76,12,54,173
1765042358428,89.76,12,54,173
1765042358427,89.76,12,54,173
1765042358429,89.76,12,54,173
1765042358429,89.76,12,54,173
1765042358429,89.76,12,54,173
1765042358429,89.76,12,54,173
1765042358429,89.76,12,54,173
1765042358432,89.76,12,54,173
1765042358432,89.76,12,54,173
1765042358433,89.76,12,54,173
1765042358433,89.76,12,54,173
1765042358433,89.76,12,54,173
1765042358433,89.76,12,54,173
1765042358434,89.76,12,54,173
1765042358434,89.76,12,54,173
1765042358435,89.76,12,54,173
1765042358435,89.76,12,54,173
1765042358435,89.76,12,54,173
1765042358435,89.76,12,54,173
1765042358436,89.76,12,54,173
1765042358436,89.76,12,54,173
1765042358436,89.76,12,54,173
1765042358436,89.76,12,54,173
1765042358436,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358437,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358438,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358439,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358440,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358441,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358442,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358444,89.76,12,54,173
1765042358445,89.76,12,54,173
1765042358445,89.76,12,54,173
1765042358446,89.76,12,54,173
1765042358447,89.76,12,54,173
1765042358447,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358448,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358449,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358450,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358451,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358453,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358443,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358452,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358461,89.76,12,54,173
1765042358461,89.76,12,54,173
1765042358461,89.76,12,54,173
1765042358461,89.76,12,54,173
1765042358461,89.76,12,54,173
1765042358462,89.76,12,54,173
1765042358462,89.76,12,54,173
1765042358462,89.76,12,54,173
1765042358462,89.76,12,54,173
1765042358462,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358463,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358464,89.76,12,54,173
1765042358465,89.76,12,54,173
1765042358466,89.76,12,54,173
1765042358465,89.76,12,54,173
1765042358466,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358467,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358469,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358470,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358471,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358472,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358473,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358474,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358475,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358476,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358477,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358478,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358479,89.76,12,54,173
1765042358480,89.76,12,54,173
1765042358480,89.76,12,54,173
1765042358480,89.76,12,54,173
1765042358480,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358481,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358482,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358483,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358484,89.76,12,54,173
1765042358460,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358486,89.76,12,54,173
1765042358485,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358498,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358499,89.76,12,54,173
1765042358500,89.76,12,54,173
1765042358502,89.76,12,54,173
1765042358505,89.76,12,54,173
1765042358506,89.76,12,54,173
1765042358506,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358507,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358508,89.76,12,54,173
1765042358510,89.76,12,54,173
1765042358510,89.76,12,54,173
1765042358510,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
1765042358511,89.76,12,54,173
